id,review,functionality,range_anxiety,availability,cost,ui,location,service_time,dealership
965,9 / 8 / 2015 @ 15 o'clock - Spark EV charged without problems. I brought my start and stop a charging cycle. Beautiful location.,1,0,0,0,0,1,0,1
966,Does not work; reported to plugshare,1,0,0,0,0,0,0,0
967,I guess I'll stay away for a few days. I wanted to try it out today.,0,0,0,0,0,0,0,0
968,Still down and spasmodic!,1,0,0,0,0,1,0,0
969,"18 MPH. Located at the new hospital. It is located in the visitor car park, which is closest to the main entrance of the hospital.",0,0,0,0,0,1,1,0
970,"Parking and recharging without problems. Saw a Leaf parked but not recharged, not sure if people know that these are not ""permission parking""; they are reserved to ""recharge your vehicle when you need it.""",0,0,1,0,0,0,0,0
971,"Quick charger $8, $5 if flashing member.",1,0,0,1,0,0,0,0
972,Had to wipe my ChargePoint card a few times before the plug detached from the charging station.,1,0,0,0,0,0,0,0
973,"Pump is iin, but no power yet!",1,0,0,0,0,0,0,0
974,,1,0,0,0,0,0,0,0
975,Located on the M6. Middle Level in a garage near the entrance to AC Moore and Macy's.,0,0,0,0,0,1,0,0
976,"You had to get an app to use the station. Nice, sheltered location in a multi-storey car park.",0,0,0,0,0,1,0,0
977,What a lifesaver. Drafted in right after my death! Call 1 (800) -663-5633 to start your charge remotely with a credit card. There's even a warm bar across the street! _ x1f44d _,0,1,0,0,0,1,0,0
978,"It's ridiculous. I like Bonchon, but getting ICEd every time is really irritating. If you put the chargers in worse places, it wouldn't happen that often.",0,0,1,0,0,0,0,0
979,"successfully recharged for a full 3 hours while I ate lunch, etc., without having to pull the plug and recharge to reset a timer.",1,0,0,0,0,1,0,0
980,No problems with charger,1,0,0,0,0,0,0,0
981,Done at 6: 15 a.m.,0,0,0,0,1,0,0,0
982,"Reported on 06 / 29 / 14: ""1 charger is broken, the other one has a screen problem, but it works.""",1,0,0,0,0,0,0,0
983,Great location. Peet's Coffee and many restaurants,0,0,0,0,0,1,0,0
984,The quick charger worked and accepted the charging request from the blink android app.,1,0,0,0,0,0,0,0
985,The Best Western Motel is right across the street from the Superchargers when it comes to finding the place.,0,0,1,0,0,1,1,0
986,"Okay, pull the plug",0,0,0,0,1,0,0,0
987,Hard to find; small sign without floor markings. Other place was ICE'd,0,0,1,0,0,1,0,0
988,CHAdeMO is still not operational.,1,0,0,0,0,0,0,0
989,"Free free space at the Recenter and Skatepark. Worked 2 days ago, but it is not loading at the moment. I know they are doing some construction work at the Recenter. I suspect this is the reason.",1,0,1,0,0,1,0,0
990,"There were a number of LEAFs parked there, no drivers present, only one of two QCs was connected and not even charged. Need a fee, but greedy parking pigs blocked them.",0,0,1,0,0,0,0,0
991,not work. blank screen.,1,0,0,0,0,0,0,0
992,Two chargers on the left. 204 Volt 24 Amp,1,0,1,0,0,0,0,0
993,"You need a card to top up now, so there's no queue tonight.",1,0,0,0,0,0,0,0
994,"More and more people use this charging station, which is usually occupied in the evening.",0,0,1,0,0,0,0,0
995,"Make sure you have your evse with the right plug / adapter. Sockets are at the back closest to the field and large propane canisters. There are some places you can squeeze between trucks to be plugged in. Currently, all sockets seem to be on / free. I did not have the right adapter to use 200V socket, so I am stuck here for 9 hours with 120V.",1,0,0,1,1,0,0,0
996,"When you turn left into the driveway opposite the ColorChrome sign, proceed to the right side of the building, where you will see a golden awning.",0,0,0,0,0,1,0,0
997,"Only one of three touch screens worked, $1 an hour membership fee. When I arrived, no one parked at any.",1,0,1,1,0,1,0,0
998,Server failure,1,0,0,0,0,0,0,0
999,payment request and could not connect via ask or over the phone,1,0,0,1,1,0,0,0
1000,,1,0,0,0,0,0,0,0
1001,Nice 9 miles to the dentist.,0,1,0,0,0,0,0,0
1002,The first quick charger I ever tried works. Great!,1,0,0,0,0,0,0,0
1003,Still broken,1,0,0,0,0,0,0,0
1004,"I have tested both and both are still working, a card is not necessary.",1,0,0,0,0,0,0,0
1005,White sheet fully charged. I pull the plug and use the charger for a few minutes.,1,0,1,0,1,0,0,1
1006,The station is in operation!,1,0,0,0,0,0,0,0
1007,"Completely free. Combo-Tech is a little tricky, but will work.",1,0,0,1,0,0,0,0
1008,Pull me off when my orange indicator light is switched off (charging process terminated),0,0,0,0,1,0,0,0
1009,Has over 300 miles per hour. Very fast,1,0,0,0,0,0,1,0
1010,4 EV parking spaces w / city signs only for charging electric cars. 2 on the east wall at Nordstroms and 2 on the north wall at the parking garage entrance in front of the Riverside police station.,0,0,1,0,0,1,0,0
1011,"Either a flashing error or Providence staff restart the station and delete an active charge. Observed a restart within 3 minutes of the plugin, called Blink & received a charging code. Returned to my vehicle and the station was restarted again. Not the end of it, Providence. Not even close....",1,0,0,0,1,1,0,0
1012,"It is not good to leave your car on the socket for a longer period of time than you actually need to charge it. 4 hours is not the standard time. If your car needs only one hour, count on it or charge it by other means.",0,0,1,0,0,0,0,0
1013,Regular customers should point out that the fees are excessive... Prices are set by the station owner.,0,0,0,1,0,0,0,0
1014,Enjoy dinner at Noodle & Thai.,0,0,0,0,0,1,0,0
1015,"A Tesla owner pulled my load off, such an ass",0,0,0,0,1,0,0,1
1016,ICEd!,0,0,1,0,0,0,0,0
1017,"The place looks a little spiced up and the screens are damaged, but it has recharged my car well. Oh, and the chargers are in the back of the mall.",1,0,0,0,0,1,0,0
1018,"Adam Booth arrived on time and caught up with us, now we go to the RED Rooster for lunch, where we will continue to visit Sheridan for about 3 hours.",0,0,0,0,0,1,0,0
1019,QC loaded successfully with NCTC card. L2 also works.,1,0,0,0,0,0,0,0
1020,Good DC charge for a busy day around the city,1,0,0,0,0,0,0,0
1021,"I met Eva's husband, who helped me charge my electric motorcycle in his garage. The charger is on a 20 amp circuit, so it doesn't charge most vehicles at maximum power, but can give you a boost if needed. Very friendly and we chatted while I was charging. Nothing is nearby, but fields to walk in. Cheers!",0,0,0,0,0,1,1,0
1022,Very hot weather can sometimes bring these stations to a standstill. We are working on getting QC # 2 back up and running soon. Thank you for your patience:),1,0,0,0,1,0,0,0
1023,Busy today....,0,0,1,0,0,0,0,0
1024,CHAdeMO is Inop,1,0,0,0,0,0,0,0
1025,"The gate was down. I asked the attendant to let me in, and he told me that the chargers were for employees only.",0,0,0,0,0,1,0,0
1026,"Super friendly staff, two chargers, free and available.",0,0,1,1,0,1,0,0
1027,Ur kidding??? Paypal needs my password again....,1,0,0,1,0,0,0,0
1028,Multi-storey car park under Nordstrom's -- lots of outlets in between.,0,0,1,0,0,1,0,0
1029,Rep said anyone who has a Volt can charge at any time or anyone who needs a charge,0,0,0,0,0,1,0,1
1030,connector is under a metal cover,0,0,0,0,1,0,0,0
1031,Mentioned in the Nashua Telegraph.,0,0,0,0,0,1,0,0
1032,There are 3 J1772 paid flash chargers in the underground garage. One place was ICEd of various vehicles during my stay. A charger stopped charging at midnight. Did not have this problem with another charger the second night. Hotel is pretty good!: -),1,0,1,1,0,1,0,0
1033,"Arrived after hours, no access problems. No one was at the gate, so parking was free. Not sure if you have to pay to use the charging station when the gate house is open.",0,0,0,1,0,1,0,0
1034,At the moment only one charger works.,1,0,0,0,0,0,0,0
1035,Had to stop intermittently.,0,0,1,0,0,0,0,0
1036,2 J1772 chargers on the street side. All the lights were on to charge. Breaker is on the wall behind them (behind the bushes). Not sure if they lock it or not. I didn't go in to ask for the DC CHAdeMo as I'm going to buy a Soul EV in the future.:),1,0,0,0,0,0,0,1
1037,"Thanks for the fees here - gps is off, but understand that gps loc is set by dof power.",0,0,0,0,0,1,0,0
1038,"Great train station. Well lit, easy to find and many shopping within walking distance.",0,0,0,0,0,1,0,0
1039,Nice charging station. Many deer in the area.,0,0,0,0,0,1,0,0
1040,"Open ticket 298213 with charging point to the left charger. Please open tickets for broken chargers, otherwise they will not be repaired. Chargepoint has an app that makes it really easy. Calm and happy charging!",1,0,0,0,0,0,0,0
1041,said it was disabled by the host,1,0,0,0,0,0,0,0
1042,Spots are just to the left of the entrance!,0,0,0,0,0,1,0,0
1043,Quickly recharged at night no problem.,1,0,0,0,0,0,0,0
1044,Fines levied,1,0,0,0,0,0,0,0
1045,"When charging via the designated EV parking spaces, ICED points were awarded, so I had to park at the ""low emission vehicle"" location instead.",1,0,1,0,0,0,0,0
1046,"New Clipper Creek Unit. The parking lot is not marked, so it is probably ICE. The place on the left is obstructed, but the line is very long and will probably reach to the second open spot.",0,0,1,0,0,0,0,0
1047,"Conveniently located on the side of Carl's Jr., across from Irvine Center Drive.",1,0,0,0,0,1,0,1
1048,Everyone was helpful and knowledgeable.,0,0,0,0,0,1,0,0
1049,ICE / dealer cars blocked as usual,0,0,1,0,0,0,0,0
1050,"There are many charging stations in the area, but this place has a fast charger. $1.31 for 37 minutes / 38 miles. It is worth exploring Montpelier on foot while the car is charging, it is a beautiful city!",1,0,1,1,0,1,0,0
1051,"What nonsense, free L1 on the other side of the highway at Turning Stone, free L2 chargers a few miles away.",0,0,0,1,0,0,0,0
1052,"Charge a few minutes just so I can make it home to NRH. Had an impromptu evening at Deep Ellum with friends without planning ahead, but it worked out, I'm at the end.",1,1,0,0,0,0,0,0
1053,tried to charge on South Charger and it did not work for me....,1,0,0,0,0,0,0,0
1054,"One plug is not completely in the charging port, other plugs work.",1,0,0,0,0,0,0,0
1055,Stations under a row of solar panels. Looks free.,0,0,0,1,0,1,0,0
1056,"Machine overheated, could not enter code to recharge.",1,0,0,0,0,0,0,0
1057,Good to pull off the silver Prius at 6: 30 a.m.,0,0,0,0,0,1,0,0
1058,"One of three was ICEd, but the other two were good to go.",0,0,1,0,0,0,0,0
1059,The charger is switched off.,1,0,0,0,0,0,0,0
1060,,0,0,1,0,0,0,0,0
1061,Sometimes you get ICDs from people who work in the church. Just ask at the office that the trucks can be repaired.,0,0,1,0,0,0,0,0
1062,Have 145 miles per hour range with my Tesla and the CHdeMO adapter. They also have a J1772 Level 2 charger and some 110V outlets (but no NEMA 14-50 outlets).,1,0,0,0,0,0,0,0
1063,"Okay, to separate me from you, you need juice.",0,0,0,0,1,0,0,0
1064,No fee yet. All you need is a charging card. It is a bit difficult to find it. It is located right in front of the Umass Transit Services building at the Enterprise office. It is not visible from the main road.,1,0,0,1,0,1,0,0
1065,Iced,0,0,1,0,0,0,0,0
1066,Charger works great!,1,0,0,0,0,0,0,0
1067,Only one out of four on-site chargers works.,1,0,1,0,0,0,0,0
1068,"Recharged at 21: 00 on 10 / 18, with 88 kW. Beware of the concrete curb that crosses the parking lot when approaching the rear.",1,0,0,0,1,1,1,0
1069,Two-hour limit indicated on the sign.,0,0,0,0,0,1,0,0
1070,The parking lot next to the white Tesla is now occupied. 15: 49 clock. None is now available.,0,0,1,0,0,0,0,0
1071,Works great! Thank you.,1,0,0,0,0,0,0,0
1072,"hard to find and park, but do not screw around and ask for help. do it yourself and you will be punished. these ABB units are bulletproof. Loaded the Rav4ev on them with JaDEmo.",1,0,1,0,1,0,0,0
1073,SAE combo plug is confirmed to be functional!,1,0,0,0,0,0,0,0
1074,Shop at Gordon's in Delaware,1,0,0,0,0,1,0,0
1075,,1,0,0,0,0,0,0,0
1076,"CHAdeMO and CCS charger is available, but not yet on.",1,0,0,0,0,0,0,0
1077,"The nearby beach hut, which was closed at 5pm on weekdays, could have had coffee. Free.",1,0,0,1,0,1,0,0
1078,Connector Lock Wiring Disconnect errors AGAIN. Epic FAIL.,1,0,0,0,0,0,0,0
1079,"After 7 hours in the car to drive 15 miles in the snow / ice of the Atlanta subway in January 2014, I was on electric ""steam"" when I got in - that was my only hope of being recharged enough to drive the last 10 miles home. No sign of a charger. Guess it's behind their locked gate in the background - but not open to the public - at least not after hours.; - (",0,1,1,0,1,1,0,0
1080,"The nearby café does not open until 8am, but there is a porta potty nearby.",1,0,0,0,0,1,0,0
1081,Broken,1,0,0,0,0,0,0,0
1082,CCS does not connect.,1,0,0,0,0,0,0,0
1083,Both charges are currently off the table.,1,0,0,0,0,0,0,0
1084,47kw @ 400v dc = 117.5 amp I think,0,0,0,0,0,0,1,0
1085,BMW dealership - on the right side of the showroom. Also sell two EV models.,0,0,0,0,0,1,0,1
1086,Good level 2 charging stations. Behind the hotel by the tennis court\ basketball court... Free stations,1,0,0,1,0,1,0,0
1087,Both CHAdeMo chargers did not work last night. I am not sure when they will fix them.,1,0,0,0,0,0,0,0
1088,"When someone opens their charging port, it means they plug me in. I found an uncharged Leaf with the charging door open. I plugged it in and started a session. I also saw Spark EV with charging door partially axial. I plugged it in as well and started the session.",0,0,1,0,1,0,0,0
1089,"Ok, switch off at 5: 00 p.m.",0,0,0,0,1,0,0,0
1090,The valet was very courteous and we paid $12 (+ tip) for the overnight stay at another hotel. On top of that we got about 18 miles per hour with a single charger.,0,0,0,1,0,1,1,0
1091,"Enter the entrance on Union Street. You will see a sign that says the CLOSED ENTRY for electric cars is fine. Once you look right and there are two places to recharge. Free admission, but parking fees. Coin operated. $1.25 per hour.",0,0,1,1,0,1,0,0
1092,CCS successful with BME i3,1,0,0,0,0,0,0,1
1093,NEW INFO!! > > > old SPI gone Three new Clipper Creek (the best) J1772 units opposite the garage from where the old ones had the same floor. One unit shares with HC Space. Hours still limited to 8 to 5 and sign asks for moving car when it is full.,1,0,0,0,0,0,0,0
1094,Connector is stored in box - Greenlots session opens it. I had to call once and reset the charger (press red button / turn right and then pull out) to get it going.,1,0,0,0,0,0,0,0
1095,"The plug is easier to use than the Nissan or ABB. First class all the way. If I remember correctly, the staff said that there will be a code for using the charger and this will be changed monthly. At the moment you do not need one.",1,0,0,0,0,1,0,0
1096,worked well. Could make it from here in my Spark EV to Tahoe.... it's doable!,0,1,0,0,0,0,0,1
1097,Another Ladwp station has this contact information. Gale Harris 1-213-367-1415,0,0,0,0,1,0,0,0
1098,The fast charging failed. 240V works flawlessly.,1,0,0,0,0,0,0,0
1099,Level 2 charger works fine. Blink: 1 $/ h,1,0,0,1,0,0,0,0
1100,,0,0,1,0,0,0,0,0
1101,Fast Charge _ x1f44d _,1,0,0,0,0,0,0,0
1102,Rubbish smells bad today. the first time I smell it like that. It's a pity that the plug is next to the dumpster.,0,0,0,0,0,1,0,0
1103,"Changed my Spark at 3.2 kilowatt hours.... everything it can handle. Free, fast, easy. Must have ""charging point"" card.",0,0,0,1,0,0,1,0
1104,The charging box is in a strange place for charging without straining the cord with a learned connection. I moved in as if a drunk person were parking; head-on.,0,0,0,0,0,1,0,0
1105,SAE Combo,1,0,0,0,0,0,0,0
1106,,0,0,1,0,0,0,0,0
1107,Power outage due to wind _ x1f610 _,1,0,0,0,0,0,0,0
1108,Not with standard blink charges. Fast DC costs 59 cents / KwH and L2s cost 1 dollar / hour. Fast DC touch screens do not react.,1,0,0,1,0,0,0,0
1109,Completely deactivated and the circuit breaker is locked at the rear.,1,0,0,0,0,0,0,0
1110,2 Work and you don't seem to have electricity. I will report it. They also have shade for charging in the summer.,1,0,1,0,0,0,0,0
1111,"Only 200V at 30W, but conveniently located on the lower (exit) level. No charge, but parking costs $2 / hour; $16 / day max. and free exit on Sunday evenings.",0,0,0,1,0,1,1,1
1112,"Could not charge on Thursday. Two more electric vehicles were there and they could not charge either. App said ""filling station error."" Too bad, my first attempt to charge here.",1,0,0,0,0,0,0,0
1113,"Since Monday, January 26th, it's back! Parking is free; during the day, just tell the caretaker you're joining; at night, the property is empty and vacant anyway. It's a good place to stop if you're coming from the south side, running almost empty and desperate for a load. It's close to the freeway exits; navigate to 240 Capitol Ave SW.",0,1,0,1,0,1,0,0
1114,"This is very close to the highway on the southwest side of I75 behind the Starbucks (as I understand it, this is the only Starbucks between Valdosta and Atlanta, so it's very busy with a thoroughfare) and the Olive Garden. Ruby Tuesday's is next to Olive Garden and a Hilton Garden Inn. Very well equipped and a lot of people near Starbucks drive them right there. There's a Wendy's next to Ruby Tuesday's in a gas station, but at the time of this post it's under construction. A total of 8 charging ports here and 2 more Tesla's there when we recharged.",0,0,1,0,1,1,0,1
1115,"The fast charger does not work with the Tesla J adapter on the fast charger, a small design flaw. The other charger works with the Tesla J adapter. This station does not need an Amex. The 240 30amp charges the Tesla at 24km / h.",1,0,0,0,0,0,1,1
1116,Had to reset the circuit breaker due to a temperature error. It works now.,1,0,0,0,0,0,0,0
1117,Big thanks! Ensuring I would be back here in San Diego!,0,1,0,0,0,0,0,0
1118,Barriers in front of the chargers. Second time.,0,0,1,0,0,0,0,0
1119,"Terrible parallel park, but a welcome place!!",0,0,0,0,0,1,0,0
1120,This is a site with limited access. Not all Chargepoint cards are accepted. I suspect it is intended for their employees.,0,0,1,0,0,1,0,0
1121,Greaat!!!,0,0,0,0,0,1,0,0
1122,,1,0,0,0,0,0,0,0
1123,"2 communal volts connected, but none of the plugs was locked so I could charge.",1,0,1,0,0,0,0,1
1124,All Level 2 chargers are ready for use,1,0,0,0,0,0,0,0
1125,One of the points was ICEd when I got here,0,0,1,0,0,0,0,0
1126,"FYI, does not appear as part of the Nissan NCTC.. By the way, there is a pretty good app from Nissan (see EZ CHARGE, in the Play Store) there is a button on this app that really makes it clear which chargers are part of the program..",0,0,0,0,1,0,0,0
1127,luv it. good parking,0,0,0,0,0,1,0,0
1128,Station does not work,1,0,0,0,0,0,0,0
1129,"This is a crowded dealer. CHAdeMO was completely blocked with the dealer's cars. 2 deep. Went around the lower parking lot and could stretch to pull the cable down the hill, only to find that it had to be reset with no disconnection in sight.",1,0,1,0,0,0,0,1
1130,Well marked and not iced!,0,0,1,0,0,1,0,0
1131,Purple iMiEV 1pm,0,0,0,0,1,0,0,1
1132,"I love the miles collected, I just wish my Volt had 6.6 kW of charging capacity as opposed to the slow 3.3 kW engine GM wanted to put it in handcuffs.",0,0,0,1,0,0,1,1
1133,,0,0,0,0,0,0,1,0
1134,"When I got there, a Ford Fusion Energi was hooked up, and according to EVSE, it had been hooked up for almost 10 hours and apparently fully charged. When I got there, the owner approached me and said that he and another local worker (with a Nissan Leaf) were teaming up on the charger, so it often points to occupancy. However, if they are charged, you should be fine to pull the plug off. I gave him a printed copy of the * excellent * PlugInAmerica charging label card (http: / / www.pluginamerica.org / evcard) so he could show other EV newcomers that they can pull it off.",0,0,1,0,1,1,0,1
1135,I guess nobody informed the security guard at the weekend that the GRE actually welcomes owners of electric cars to stop and charge at the sign that says Guest EV Charging. This is the second time that this security guard has made it difficult for me to be in the accommodation.,1,0,0,0,0,1,0,0
1136,DCFC back to the top...,1,0,0,0,0,0,0,0
1137,The broken charger has been repaired.,1,0,0,0,0,0,0,0
1138,Worked well 8 / 12 and 8 / 14. Found the public library three blocks east (at 3rd and Ruby). Nice place to sit in the air conditioning and read while we waited.,1,0,0,0,0,1,0,0
1139,Works fine,1,0,0,0,0,0,0,0
1140,Glad that this charger is here!,0,0,0,0,0,1,0,0
1141,Nice work tesla keep it coming!,0,0,0,0,0,0,0,1
1142,1 now available,0,0,1,0,0,0,0,0
1143,3 points at the back.,0,0,1,0,0,0,0,0
1144,Unplugged cmax that was ready.,0,0,0,0,1,0,0,0
1145,No more reader questions.,1,0,0,0,0,0,0,0
1146,Wait till it starts.,0,0,1,0,0,0,0,0
1147,"They are free... if you pay for parking, which is also reasonable.",0,0,0,1,0,1,0,0
1148,"chademo does not work, she already called to notify her",1,0,0,0,0,0,0,0
1149,Good DC charge. The cable reaches over the pavement if necessary!,1,0,0,0,1,0,0,0
1150,Guy named Marc asked if my Fiat was bought here.,0,0,0,0,0,0,0,1
1151,One of the chargers is still defective,1,0,0,0,0,0,0,0
1152,Two EV spots were ICE 'D. They had to ask the service manager to move a vehicle and the spots have to be designated as EV spots ONLY!,0,0,1,0,0,0,0,0
1153,"Somebody set the switch to OFF, so the transmitter went offline. Now, the administrator has to reset.",1,0,0,0,0,0,0,0
1154,Excellent place! Go shopping while you load. Free!,0,0,0,1,0,1,0,0
1155,"Finally!!! Level 3 recharge that works on the KC subway. Seriously fast loading takes place. Parking fees are charged at the place, but the juice is free. Sign states are reserved only for library visitors.",1,0,0,0,0,0,0,0
1156,Both charges have been dropped,1,0,0,0,0,0,0,0
1157,Charge in the back,0,0,0,0,1,0,0,0
1158,"Right next to the door on the north side of the building, on the black and white floor.",0,0,0,0,0,1,0,0
1159,I don't know why Whole Foods has such a hard time keeping them both active.,1,0,1,0,0,1,0,0
1160,"Paying is done with Pay by PlugShare, so there is no need to sign up with Sema.BUT, 47 cents / kwH are getting steep. My battery was 30%, so it cost me almost $9 to get to 100%. Almost 3 hours.",1,1,0,1,0,0,1,0
1161,Quick Chargin will be available for 20 minutes,1,0,0,0,1,0,0,0
1162,"Great location. Both chargers were in use when I arrived. I parked next to a volt that was being charged, left my charging port open. It connected me. Good people.",1,0,1,0,0,1,0,1
1163,Would not charge my Chevy Spark. The screen kept saying charging errors and disconnected.,1,0,0,0,0,0,0,1
1164,"No one seems to have told the installer that a 30 amp charger requires a 40 amp circuit breaker. Circuit board box with circuit breaker is located through the two large white doors on the left side of the first photo. Walk through these doors, then walk into the building door on the right, and the circuit breaker is # 13 in the RH circuit breaker box on the right.",1,0,0,0,1,0,0,0
1165,Works great,1,0,0,0,0,0,0,0
1166,SAE inactive,1,0,0,0,0,0,0,0
1167,Manager said that all four chargers failed because blinking will not send any technology to stop the noise the chargers make when they do not charge a car. Really sucks that the only charging station on my way does not work. They were switched off before. But this time I would be here for the night. So I made a few calls. Do not plan to use this station.,1,0,0,0,0,1,0,0
1168,The best place in the house. Both stations work flawlessly. Very nice place. And free of charge.,0,0,0,1,0,1,0,0
1169,Charger No. 2 still defective,1,0,0,0,0,0,0,0
1170,I couldn't find the charger,0,0,0,0,0,1,0,0
1171,Could not have been an alarm!,1,0,0,0,0,0,0,0
1172,"he yall. If you need a Level 3 or Level 4 charge, don't turn around and go home... stop on the Banks Thriftway. The network costs $7.50 for Level 3 session $4 Level 2 session or monthly unlimited at all stations on the network for $20 per month.",1,1,0,1,0,0,0,0
1173,Remember that this is the only Nissan dealer that does not have a QC.,1,0,0,0,0,0,1,1
1174,"The SMART electric drive does not charge quickly, so I use the normal one.",1,0,0,0,0,0,0,0
1175,"Off the Van Dusen Road. Not within walking distance, so plan to stay in your car. Very impressive PV system.",0,0,1,0,1,1,0,0
1176,Excellent location for the BWI and it is cheap and the shuttle is very fast.,0,0,0,1,0,1,0,0
1177,did not use it,0,0,0,0,1,0,0,0
1178,"196V at 30A, not 240V. No on-screen advertising yet. The display itself looks expensive. It would be great if advertising could make these devices free or inexpensive for hosts, but it is not clear whether this will be successful.",1,0,0,0,0,0,0,0
1179,"Peak charging power: 30 Ampere, 240 Volt",1,0,0,0,0,0,0,0
1180,Offline,1,0,0,0,0,0,0,0
1181,Still works. Thank you!,1,0,0,0,0,0,0,0
1182,Could not find it. This i3 had to go somewhere else!,0,0,0,0,0,1,0,1
1183,"Clipper Creek is better at this point. Peak volts = 208, amps = 48.28 miles per hour. Tesla is set to 40 amps.",0,0,0,0,0,0,1,1
1184,Other drivers here are friendly and usually do not steal the charger. Just follow the instructions and everything works fine. I charge a lot here.,1,0,0,0,1,0,0,0
1185,"The clip is defective, so you have to lift it manually, but it works",1,0,0,0,1,0,0,0
1186,It would be nice if you could activate stations such as charging stations or green spaces with the help of a mobile phone app.,0,0,0,0,1,0,0,0
1187,"Please unplug the plug and use lights on or off when you're done, should be done after 2: 30 a.m.",0,0,0,0,1,0,0,0
1188,3 out of 4 units seem to work. Use the middle unit now. No charge.,1,0,1,1,0,0,0,0
1189,"Easy access, mostly solar powered. Our electric boat was successfully recharged.",1,0,0,0,0,1,0,0
1190,Come when it's not so hot outside!! On Sylvia Ave.,0,0,0,0,0,1,0,0
1191,QC & L2,1,0,0,0,0,0,0,0
1192,"You'd think people would take better care of these devices, cables everywhere to get run over.",0,0,0,0,1,0,0,0
1193,"Two chargers... $0.39 / kWh turn right where you see the ""Valet Parking"" for patients and mobility impaired. On the left you will see a valet parking and chargers.",0,0,1,1,0,1,0,0
1194,Charged pretty well! Tracked it on the Chargepoint app while I enjoyed a smoothie at McDonalds.,1,0,0,0,0,1,0,0
1195,Saved me thank you. Need more station on the outskirts of town.,0,1,0,0,0,0,0,0
1196,"This is the only charger in the Kukui Grove complex that you don't have to call to activate it. Spot was ICE'd, but the cable is quite long and reaches into the adjacent room. Free and easy, handy for Costco.",0,0,1,0,0,1,0,0
1197,"Chargers 3 and 4 have failed, and maintenance has been arranged to fix them.",1,0,0,0,0,0,0,0
1198,"Two stations, both staffed with non-electric cars. used adjacent place. no problem with reaching the cable and no problem when charging",1,0,1,0,0,0,0,0
1199,"If you have your LEAF serviced at Rt 46 Nissan, they have additional chargers in the lower service bay and then let your car charge for as long as you want / need.",0,0,0,0,0,1,0,1
1200,Very easy to find and free!! This is my first trip to find free charge. I live about 5 minutes away. I brought my breakfast and enjoyed a little free juice before my day began:). Chargers are right at the gates of guests.,0,0,0,1,0,1,0,0
1201,A reboot today.,1,0,0,0,0,0,0,0
1202,"Closed off by the valet, and when I was asked about it, they said, ""It's just for the restaurant, but I'll let you pay.""",0,0,0,0,0,1,0,0
1203,"This is not in the front area, but at the back of the mall. Go to the tart parking lot behind the Burlington Coat Factory. Use your own Blink network card. Cost: $1 an hour.",1,0,0,1,0,1,0,0
1204,It worked just fine.,1,1,0,0,0,0,0,0
1205,,1,0,0,0,0,0,0,0
1206,"Today they closed the gate and blocked the road with cars. Not cool. I bought my hand here and they say it will be 24 / 7. Not cool, not cool at all.",0,0,0,0,0,1,0,1
1207,All EV parking spaces free. Great!,0,0,1,0,0,0,0,0
1208,Behind the Grand Regency sign on the square between Michaels and Staples. Olive Garden across the street.,0,0,0,0,0,1,0,0
1209,"The station is switched on, the parking lots are blocked by orange bins.",0,0,0,0,0,1,0,0
1210,"Do you pay to use the station, free, network?",0,0,0,0,1,0,0,0
1211,"Please move the map marker to reflect the new location, thank you!",0,0,0,0,1,1,0,0
1212,"Not as fast as Hamilton, but it does the job. Plenty to do while you wait in the mall.",1,0,0,0,0,1,1,0
1213,white BMW i3 sae fast charger,0,0,1,0,0,0,0,0
1214,"Somebody pulled us out while we were having lunch, and we weren't done yet!",0,0,1,0,1,0,0,0
1215,"While in the store, check out the Honey Cafe on Main Street for good food and daily specials, including a special latte day. Or wine & food at Fire & Wine: Santa Fe is also great for a margarita!",1,0,1,1,1,1,0,0
1216,Busy as always and awesome as always... I'm looking forward to the new charging stations in the Fountain Valley.,0,0,0,0,0,1,0,0
1217,"I tried to charge my 2014 spark plug at the combi socket. Screen at the charging station shows good connection, and card activated charger then screen shows ""Establishment of communication"" and after 10 or so seconds there is error message that the car must be off what it was. First attempt to use combo and now wonder if quick charging option is missing, although Vin search shows that it has it and of course the plug on carr has the extra DC connections. Now it will try and update at the next combo. If you are reading this and have more information on this, please send me an email at stan.s.hudson @ gmail.com. PS called the number and replay message was very helpful and patiently tried to start charging remotely, no luck. Even the small dome dashboard light never came in any color.",1,0,0,0,0,0,0,0
1218,some idiot activated the emergency stop. reset and dcfc works fine now.,0,0,0,0,1,0,0,0
1219,Charged up yesterday to initialize my card for 2015. Worked fine. Did not stay long because I was already at 86%.,1,1,0,0,0,0,0,0
1220,"Been here three times, shopping center shops open at 10 am, but food court opens slightly earlier with bathrooms available. Located at the back of the parking lot. 2-4 other Teslas load while I was there.",0,0,0,0,0,1,0,0
1221,We needed a small charge to get to our destination. Familiar with charging electric vehicles and very courteous. Opened their TV / Rec rooms and toilets for us while we waited.,0,1,0,0,0,1,0,0
1222,"After a few hours on site. Tonight there are two LEAFs here, but if you fish in a neighboring spot, there is hardly any space to stretch the cable. However, not as long as the one called jn puyallup.",1,0,1,0,0,1,0,1
1223,In the vicinity of Sevice,0,0,0,0,0,1,0,0
1224,Chademo works today! Charging station not active.,1,0,0,0,0,0,0,0
1225,"I'm grateful for the charger, but this is the worst place I've ever been, in a not-so-nice parking lot that might seem dodgy at night.",0,0,0,0,0,1,0,0
